evaluation_index,plan,operator_id,operator_type,operator_location,input_rows,output_rows,bytes_received,bytes_sent,requests,execution_ms
154,LiveMetadataSemiJoin,history,HistoricalAVG,historical-source,0,0,0,0,0,0.000041
154,LiveMetadataSemiJoin,join,SemiJoin,coordinator,50,0,0,0,0,0.000042
155,CentralFetchAll,live,LiveWindow,live-source,24000,12000,960000,0,100,0.001833
155,CentralFetchAll,metadata,MetadataScan,metadata-source,100,25,1800,0,1,0.000041
155,CentralFetchAll,history,HistoricalScan,historical-source,1000000,1000000,80000000,0,100,0.000042
155,CentralFetchAll,join,HashJoin,coordinator,12025,0,0,0,0,0.000042
156,AggregateAll,live,LiveWindow,live-source,24000,12000,960000,0,100,0.001542
156,AggregateAll,metadata,MetadataScan,metadata-source,100,25,1800,0,1,0.000042
156,AggregateAll,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000041
156,AggregateAll,join,HashJoin,coordinator,12025,0,0,0,0,0.000000
157,LiveFirst,live,LiveWindow,live-source,24000,12000,960000,0,100,0.001375
157,LiveFirst,metadata,MetadataScan,metadata-source,100,25,1800,0,1,0.000042
157,LiveFirst,history,HistoricalAVG,historical-source,500000,50,2400,0,50,0.000042
157,LiveFirst,join,HashJoin,coordinator,12025,0,0,0,0,0.000041
158,MetadataFirst,live,LiveWindow,live-source,24000,0,0,0,25,0.001416
158,MetadataFirst,metadata,MetadataScan,metadata-source,100,25,1800,0,1,0.000042
158,MetadataFirst,history,HistoricalAVG,historical-source,250000,25,1200,0,25,0.000042
158,MetadataFirst,join,BindJoin,coordinator,25,0,0,0,0,0.000000
159,LiveMetadataSemiJoin,live,LiveWindow,live-source,24000,12000,960000,0,100,0.001375
159,LiveMetadataSemiJoin,metadata,MetadataScan,metadata-source,100,0,0,2000,1,0.000042
159,LiveMetadataSemiJoin,keys,SemiJoin,coordinator,50,0,2000,2000,1,0.000000
159,LiveMetadataSemiJoin,history,HistoricalAVG,historical-source,0,0,0,0,0,0.000042
159,LiveMetadataSemiJoin,join,SemiJoin,coordinator,50,0,0,0,0,0.000000
160,CentralFetchAll,live,LiveWindow,live-source,24000,12000,960000,0,100,0.002500
160,CentralFetchAll,metadata,MetadataScan,metadata-source,100,50,3600,0,1,0.000042
160,CentralFetchAll,history,HistoricalScan,historical-source,1000000,1000000,80000000,0,100,0.000042
160,CentralFetchAll,join,HashJoin,coordinator,12050,1920,0,0,0,0.000041
161,AggregateAll,live,LiveWindow,live-source,24000,12000,960000,0,100,0.002000
161,AggregateAll,metadata,MetadataScan,metadata-source,100,50,3600,0,1,0.000000
161,AggregateAll,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000041
161,AggregateAll,join,HashJoin,coordinator,12050,1920,0,0,0,0.000000
162,LiveFirst,live,LiveWindow,live-source,24000,12000,960000,0,100,0.001875
162,LiveFirst,metadata,MetadataScan,metadata-source,100,50,3600,0,1,0.000000
162,LiveFirst,history,HistoricalAVG,historical-source,500000,50,2400,0,50,0.000041
162,LiveFirst,join,HashJoin,coordinator,12050,1920,0,0,0,0.000000
163,MetadataFirst,live,LiveWindow,live-source,24000,1920,153600,0,50,0.001792
163,MetadataFirst,metadata,MetadataScan,metadata-source,100,50,3600,0,1,0.000042
163,MetadataFirst,history,HistoricalAVG,historical-source,500000,50,2400,0,50,0.000000
163,MetadataFirst,join,BindJoin,coordinator,1970,1920,0,0,0,0.000042
164,LiveMetadataSemiJoin,live,LiveWindow,live-source,24000,12000,960000,0,100,0.001833
164,LiveMetadataSemiJoin,metadata,MetadataScan,metadata-source,100,8,576,2320,1,0.000000
164,LiveMetadataSemiJoin,keys,SemiJoin,coordinator,50,8,2320,2320,1,0.000042
164,LiveMetadataSemiJoin,history,HistoricalAVG,historical-source,80000,8,384,0,8,0.000000
164,LiveMetadataSemiJoin,join,SemiJoin,coordinator,58,8,0,0,0,0.000000
165,CentralFetchAll,live,LiveWindow,live-source,24000,12000,960000,0,100,0.003333
165,CentralFetchAll,metadata,MetadataScan,metadata-source,100,75,5400,0,1,0.000041
165,CentralFetchAll,history,HistoricalScan,historical-source,1000000,1000000,80000000,0,100,0.000042
165,CentralFetchAll,join,HashJoin,coordinator,12075,7920,0,0,0,0.000042
166,AggregateAll,live,LiveWindow,live-source,24000,12000,960000,0,100,0.002792
166,AggregateAll,metadata,MetadataScan,metadata-source,100,75,5400,0,1,0.000000
166,AggregateAll,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000042
166,AggregateAll,join,HashJoin,coordinator,12075,7920,0,0,0,0.000000
167,LiveFirst,live,LiveWindow,live-source,24000,12000,960000,0,100,0.002542
167,LiveFirst,metadata,MetadataScan,metadata-source,100,75,5400,0,1,0.000041
167,LiveFirst,history,HistoricalAVG,historical-source,500000,50,2400,0,50,0.000042
167,LiveFirst,join,HashJoin,coordinator,12075,7920,0,0,0,0.000042
168,MetadataFirst,live,LiveWindow,live-source,24000,7920,633600,0,75,0.002584
168,MetadataFirst,metadata,MetadataScan,metadata-source,100,75,5400,0,1,0.000042
168,MetadataFirst,history,HistoricalAVG,historical-source,750000,75,3600,0,75,0.000041
168,MetadataFirst,join,BindJoin,coordinator,7995,7920,0,0,0,0.000042
169,LiveMetadataSemiJoin,live,LiveWindow,live-source,24000,12000,960000,0,100,0.002500
169,LiveMetadataSemiJoin,metadata,MetadataScan,metadata-source,100,33,2376,3320,1,0.000042
169,LiveMetadataSemiJoin,keys,SemiJoin,coordinator,50,33,3320,3320,1,0.000000
169,LiveMetadataSemiJoin,history,HistoricalAVG,historical-source,330000,33,1584,0,33,0.000042
169,LiveMetadataSemiJoin,join,SemiJoin,coordinator,83,33,0,0,0,0.000041
170,CentralFetchAll,live,LiveWindow,live-source,24000,12000,960000,0,100,0.003666
170,CentralFetchAll,metadata,MetadataScan,metadata-source,100,100,7200,0,1,0.000000
170,CentralFetchAll,history,HistoricalScan,historical-source,1000000,1000000,80000000,0,100,0.000042
170,CentralFetchAll,join,HashJoin,coordinator,12100,12000,0,0,0,0.000042
171,AggregateAll,live,LiveWindow,live-source,24000,12000,960000,0,100,0.003542
171,AggregateAll,metadata,MetadataScan,metadata-source,100,100,7200,0,1,0.000042
171,AggregateAll,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000042
171,AggregateAll,join,HashJoin,coordinator,12100,12000,0,0,0,0.000000
172,LiveFirst,live,LiveWindow,live-source,24000,12000,960000,0,100,0.002875
172,LiveFirst,metadata,MetadataScan,metadata-source,100,100,7200,0,1,0.000042
172,LiveFirst,history,HistoricalAVG,historical-source,500000,50,2400,0,50,0.000042
172,LiveFirst,join,HashJoin,coordinator,12100,12000,0,0,0,0.000041
173,MetadataFirst,live,LiveWindow,live-source,24000,12000,960000,0,100,0.002708
173,MetadataFirst,metadata,MetadataScan,metadata-source,100,100,7200,0,1,0.000000
173,MetadataFirst,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000000
173,MetadataFirst,join,BindJoin,coordinator,12100,12000,0,0,0,0.000042
174,LiveMetadataSemiJoin,live,LiveWindow,live-source,24000,12000,960000,0,100,0.002709
174,LiveMetadataSemiJoin,metadata,MetadataScan,metadata-source,100,50,3600,4000,1,0.000000
174,LiveMetadataSemiJoin,keys,SemiJoin,coordinator,50,50,4000,4000,1,0.000041
174,LiveMetadataSemiJoin,history,HistoricalAVG,historical-source,500000,50,2400,0,50,0.000000
174,LiveMetadataSemiJoin,join,SemiJoin,coordinator,100,50,0,0,0,0.000041
175,CentralFetchAll,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.001833
175,CentralFetchAll,metadata,MetadataScan,metadata-source,100,1,72,0,1,0.000042
175,CentralFetchAll,history,HistoricalScan,historical-source,1000000,1000000,80000000,0,100,0.000042
175,CentralFetchAll,join,HashJoin,coordinator,18001,240,0,0,0,0.000000
176,AggregateAll,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.001500
176,AggregateAll,metadata,MetadataScan,metadata-source,100,1,72,0,1,0.000042
176,AggregateAll,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000042
176,AggregateAll,join,HashJoin,coordinator,18001,240,0,0,0,0.000042
177,LiveFirst,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.001250
177,LiveFirst,metadata,MetadataScan,metadata-source,100,1,72,0,1,0.000000
177,LiveFirst,history,HistoricalAVG,historical-source,750000,75,3600,0,75,0.000000
177,LiveFirst,join,HashJoin,coordinator,18001,240,0,0,0,0.000042
178,MetadataFirst,live,LiveWindow,live-source,24000,240,19200,0,1,0.001042
178,MetadataFirst,metadata,MetadataScan,metadata-source,100,1,72,0,1,0.000041
178,MetadataFirst,history,HistoricalAVG,historical-source,10000,1,48,0,1,0.000042
178,MetadataFirst,join,BindJoin,coordinator,241,240,0,0,0,0.000000
179,LiveMetadataSemiJoin,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.001042
179,LiveMetadataSemiJoin,metadata,MetadataScan,metadata-source,100,1,72,3040,1,0.000042
179,LiveMetadataSemiJoin,keys,SemiJoin,coordinator,75,1,3040,3040,1,0.000000
179,LiveMetadataSemiJoin,history,HistoricalAVG,historical-source,10000,1,48,0,1,0.000042
179,LiveMetadataSemiJoin,join,SemiJoin,coordinator,76,1,0,0,0,0.000041
180,CentralFetchAll,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.001709
180,CentralFetchAll,metadata,MetadataScan,metadata-source,100,5,360,0,1,0.000000
180,CentralFetchAll,history,HistoricalScan,historical-source,1000000,1000000,80000000,0,100,0.000000
180,CentralFetchAll,join,HashJoin,coordinator,18005,1200,0,0,0,0.000042
181,AggregateAll,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.001375
181,AggregateAll,metadata,MetadataScan,metadata-source,100,5,360,0,1,0.000042
181,AggregateAll,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000042
181,AggregateAll,join,HashJoin,coordinator,18005,1200,0,0,0,0.000000
182,LiveFirst,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.001292
182,LiveFirst,metadata,MetadataScan,metadata-source,100,5,360,0,1,0.000000
182,LiveFirst,history,HistoricalAVG,historical-source,750000,75,3600,0,75,0.000000
182,LiveFirst,join,HashJoin,coordinator,18005,1200,0,0,0,0.000042
183,MetadataFirst,live,LiveWindow,live-source,24000,1200,96000,0,5,0.001291
183,MetadataFirst,metadata,MetadataScan,metadata-source,100,5,360,0,1,0.000042
183,MetadataFirst,history,HistoricalAVG,historical-source,50000,5,240,0,5,0.000042
183,MetadataFirst,join,BindJoin,coordinator,1205,1200,0,0,0,0.000041
184,LiveMetadataSemiJoin,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.001333
184,LiveMetadataSemiJoin,metadata,MetadataScan,metadata-source,100,5,360,3200,1,0.000041
184,LiveMetadataSemiJoin,keys,SemiJoin,coordinator,75,5,3200,3200,1,0.000000
184,LiveMetadataSemiJoin,history,HistoricalAVG,historical-source,50000,5,240,0,5,0.000041
184,LiveMetadataSemiJoin,join,SemiJoin,coordinator,80,5,0,0,0,0.000000
185,CentralFetchAll,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.001833
185,CentralFetchAll,metadata,MetadataScan,metadata-source,100,10,720,0,1,0.000041
185,CentralFetchAll,history,HistoricalScan,historical-source,1000000,1000000,80000000,0,100,0.000042
185,CentralFetchAll,join,HashJoin,coordinator,18010,2400,0,0,0,0.000000
186,AggregateAll,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.001458
186,AggregateAll,metadata,MetadataScan,metadata-source,100,10,720,0,1,0.000000
186,AggregateAll,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000042
186,AggregateAll,join,HashJoin,coordinator,18010,2400,0,0,0,0.000000
187,LiveFirst,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.001333
187,LiveFirst,metadata,MetadataScan,metadata-source,100,10,720,0,1,0.000000
187,LiveFirst,history,HistoricalAVG,historical-source,750000,75,3600,0,75,0.000042
187,LiveFirst,join,HashJoin,coordinator,18010,2400,0,0,0,0.000000
188,MetadataFirst,live,LiveWindow,live-source,24000,2400,192000,0,10,0.001291
188,MetadataFirst,metadata,MetadataScan,metadata-source,100,10,720,0,1,0.000000
188,MetadataFirst,history,HistoricalAVG,historical-source,100000,10,480,0,10,0.000000
188,MetadataFirst,join,BindJoin,coordinator,2410,2400,0,0,0,0.000042
189,LiveMetadataSemiJoin,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.001375
189,LiveMetadataSemiJoin,metadata,MetadataScan,metadata-source,100,10,720,3400,1,0.000000
189,LiveMetadataSemiJoin,keys,SemiJoin,coordinator,75,10,3400,3400,1,0.000042
189,LiveMetadataSemiJoin,history,HistoricalAVG,historical-source,100000,10,480,0,10,0.000041
189,LiveMetadataSemiJoin,join,SemiJoin,coordinator,85,10,0,0,0,0.000000
190,CentralFetchAll,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.002292
190,CentralFetchAll,metadata,MetadataScan,metadata-source,100,25,1800,0,1,0.000042
190,CentralFetchAll,history,HistoricalScan,historical-source,1000000,1000000,80000000,0,100,0.000000
190,CentralFetchAll,join,HashJoin,coordinator,18025,4080,0,0,0,0.000042
191,AggregateAll,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.001959
191,AggregateAll,metadata,MetadataScan,metadata-source,100,25,1800,0,1,0.000000
191,AggregateAll,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000000
191,AggregateAll,join,HashJoin,coordinator,18025,4080,0,0,0,0.000000
192,LiveFirst,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.001834
192,LiveFirst,metadata,MetadataScan,metadata-source,100,25,1800,0,1,0.000000
192,LiveFirst,history,HistoricalAVG,historical-source,750000,75,3600,0,75,0.000000
192,LiveFirst,join,HashJoin,coordinator,18025,4080,0,0,0,0.000042
193,MetadataFirst,live,LiveWindow,live-source,24000,4080,326400,0,25,0.001708
193,MetadataFirst,metadata,MetadataScan,metadata-source,100,25,1800,0,1,0.000041
193,MetadataFirst,history,HistoricalAVG,historical-source,250000,25,1200,0,25,0.000042
193,MetadataFirst,join,BindJoin,coordinator,4105,4080,0,0,0,0.000000
194,LiveMetadataSemiJoin,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.001708
194,LiveMetadataSemiJoin,metadata,MetadataScan,metadata-source,100,17,1224,3680,1,0.000000
194,LiveMetadataSemiJoin,keys,SemiJoin,coordinator,75,17,3680,3680,1,0.000042
194,LiveMetadataSemiJoin,history,HistoricalAVG,historical-source,170000,17,816,0,17,0.000042
194,LiveMetadataSemiJoin,join,SemiJoin,coordinator,92,17,0,0,0,0.000000
195,CentralFetchAll,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.002917
195,CentralFetchAll,metadata,MetadataScan,metadata-source,100,50,3600,0,1,0.000042
195,CentralFetchAll,history,HistoricalScan,historical-source,1000000,1000000,80000000,0,100,0.000041
195,CentralFetchAll,join,HashJoin,coordinator,18050,6000,0,0,0,0.000042
196,AggregateAll,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.002167
196,AggregateAll,metadata,MetadataScan,metadata-source,100,50,3600,0,1,0.000041
196,AggregateAll,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000000
196,AggregateAll,join,HashJoin,coordinator,18050,6000,0,0,0,0.000041
197,LiveFirst,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.002042
197,LiveFirst,metadata,MetadataScan,metadata-source,100,50,3600,0,1,0.000000
197,LiveFirst,history,HistoricalAVG,historical-source,750000,75,3600,0,75,0.000041
197,LiveFirst,join,HashJoin,coordinator,18050,6000,0,0,0,0.000000
198,MetadataFirst,live,LiveWindow,live-source,24000,6000,480000,0,50,0.002000
198,MetadataFirst,metadata,MetadataScan,metadata-source,100,50,3600,0,1,0.000042
198,MetadataFirst,history,HistoricalAVG,historical-source,500000,50,2400,0,50,0.000041
198,MetadataFirst,join,BindJoin,coordinator,6050,6000,0,0,0,0.000042
199,LiveMetadataSemiJoin,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.002041
199,LiveMetadataSemiJoin,metadata,MetadataScan,metadata-source,100,25,1800,4000,1,0.000042
199,LiveMetadataSemiJoin,keys,SemiJoin,coordinator,75,25,4000,4000,1,0.000041
199,LiveMetadataSemiJoin,history,HistoricalAVG,historical-source,250000,25,1200,0,25,0.000000
199,LiveMetadataSemiJoin,join,SemiJoin,coordinator,100,25,0,0,0,0.000041
200,CentralFetchAll,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.003042
200,CentralFetchAll,metadata,MetadataScan,metadata-source,100,75,5400,0,1,0.000000
200,CentralFetchAll,history,HistoricalScan,historical-source,1000000,1000000,80000000,0,100,0.000041
200,CentralFetchAll,join,HashJoin,coordinator,18075,12000,0,0,0,0.000000
201,AggregateAll,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.002958
201,AggregateAll,metadata,MetadataScan,metadata-source,100,75,5400,0,1,0.000000
201,AggregateAll,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000000
201,AggregateAll,join,HashJoin,coordinator,18075,12000,0,0,0,0.000041
202,LiveFirst,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.002417
202,LiveFirst,metadata,MetadataScan,metadata-source,100,75,5400,0,1,0.000042
202,LiveFirst,history,HistoricalAVG,historical-source,750000,75,3600,0,75,0.000000
202,LiveFirst,join,HashJoin,coordinator,18075,12000,0,0,0,0.000000
203,MetadataFirst,live,LiveWindow,live-source,24000,12000,960000,0,75,0.002167
203,MetadataFirst,metadata,MetadataScan,metadata-source,100,75,5400,0,1,0.000042
203,MetadataFirst,history,HistoricalAVG,historical-source,750000,75,3600,0,75,0.000041
203,MetadataFirst,join,BindJoin,coordinator,12075,12000,0,0,0,0.000042
204,LiveMetadataSemiJoin,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.002208
204,LiveMetadataSemiJoin,metadata,MetadataScan,metadata-source,100,50,3600,5000,1,0.000000
204,LiveMetadataSemiJoin,keys,SemiJoin,coordinator,75,50,5000,5000,1,0.000000
204,LiveMetadataSemiJoin,history,HistoricalAVG,historical-source,500000,50,2400,0,50,0.000042
204,LiveMetadataSemiJoin,join,SemiJoin,coordinator,125,50,0,0,0,0.000042
205,CentralFetchAll,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.003375
205,CentralFetchAll,metadata,MetadataScan,metadata-source,100,100,7200,0,1,0.000042
205,CentralFetchAll,history,HistoricalScan,historical-source,1000000,1000000,80000000,0,100,0.000000
205,CentralFetchAll,join,HashJoin,coordinator,18100,18000,0,0,0,0.000042
206,AggregateAll,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.002959
206,AggregateAll,metadata,MetadataScan,metadata-source,100,100,7200,0,1,0.000000
206,AggregateAll,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000041
206,AggregateAll,join,HashJoin,coordinator,18100,18000,0,0,0,0.000042
207,LiveFirst,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.002667
207,LiveFirst,metadata,MetadataScan,metadata-source,100,100,7200,0,1,0.000041
207,LiveFirst,history,HistoricalAVG,historical-source,750000,75,3600,0,75,0.000000
207,LiveFirst,join,HashJoin,coordinator,18100,18000,0,0,0,0.000000
208,MetadataFirst,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.002541
208,MetadataFirst,metadata,MetadataScan,metadata-source,100,100,7200,0,1,0.000000
208,MetadataFirst,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000042
208,MetadataFirst,join,BindJoin,coordinator,18100,18000,0,0,0,0.000000
209,LiveMetadataSemiJoin,live,LiveWindow,live-source,24000,18000,1440000,0,100,0.002500
209,LiveMetadataSemiJoin,metadata,MetadataScan,metadata-source,100,75,5400,6000,1,0.000000
209,LiveMetadataSemiJoin,keys,SemiJoin,coordinator,75,75,6000,6000,1,0.000000
209,LiveMetadataSemiJoin,history,HistoricalAVG,historical-source,750000,75,3600,0,75,0.000041
209,LiveMetadataSemiJoin,join,SemiJoin,coordinator,150,75,0,0,0,0.000042
210,CentralFetchAll,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.001333
210,CentralFetchAll,metadata,MetadataScan,metadata-source,100,1,72,0,1,0.000000
210,CentralFetchAll,history,HistoricalScan,historical-source,1000000,1000000,80000000,0,100,0.000042
210,CentralFetchAll,join,HashJoin,coordinator,24001,240,0,0,0,0.000000
211,AggregateAll,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.001000
211,AggregateAll,metadata,MetadataScan,metadata-source,100,1,72,0,1,0.000042
211,AggregateAll,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000000
211,AggregateAll,join,HashJoin,coordinator,24001,240,0,0,0,0.000000
212,LiveFirst,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.000959
212,LiveFirst,metadata,MetadataScan,metadata-source,100,1,72,0,1,0.000042
212,LiveFirst,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000000
212,LiveFirst,join,HashJoin,coordinator,24001,240,0,0,0,0.000000
213,MetadataFirst,live,LiveWindow,live-source,24000,240,19200,0,1,0.000917
213,MetadataFirst,metadata,MetadataScan,metadata-source,100,1,72,0,1,0.000042
213,MetadataFirst,history,HistoricalAVG,historical-source,10000,1,48,0,1,0.000000
213,MetadataFirst,join,BindJoin,coordinator,241,240,0,0,0,0.000042
214,LiveMetadataSemiJoin,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.000875
214,LiveMetadataSemiJoin,metadata,MetadataScan,metadata-source,100,1,72,4040,1,0.000000
214,LiveMetadataSemiJoin,keys,SemiJoin,coordinator,100,1,4040,4040,1,0.000000
214,LiveMetadataSemiJoin,history,HistoricalAVG,historical-source,10000,1,48,0,1,0.000041
214,LiveMetadataSemiJoin,join,SemiJoin,coordinator,101,1,0,0,0,0.000042
215,CentralFetchAll,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.001167
215,CentralFetchAll,metadata,MetadataScan,metadata-source,100,5,360,0,1,0.000041
215,CentralFetchAll,history,HistoricalScan,historical-source,1000000,1000000,80000000,0,100,0.000000
215,CentralFetchAll,join,HashJoin,coordinator,24005,1200,0,0,0,0.000000
216,AggregateAll,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.001000
216,AggregateAll,metadata,MetadataScan,metadata-source,100,5,360,0,1,0.000000
216,AggregateAll,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000042
216,AggregateAll,join,HashJoin,coordinator,24005,1200,0,0,0,0.000000
217,LiveFirst,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.001042
217,LiveFirst,metadata,MetadataScan,metadata-source,100,5,360,0,1,0.000042
217,LiveFirst,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000000
217,LiveFirst,join,HashJoin,coordinator,24005,1200,0,0,0,0.000000
218,MetadataFirst,live,LiveWindow,live-source,24000,1200,96000,0,5,0.001000
218,MetadataFirst,metadata,MetadataScan,metadata-source,100,5,360,0,1,0.000000
218,MetadataFirst,history,HistoricalAVG,historical-source,50000,5,240,0,5,0.000000
218,MetadataFirst,join,BindJoin,coordinator,1205,1200,0,0,0,0.000000
219,LiveMetadataSemiJoin,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.000958
219,LiveMetadataSemiJoin,metadata,MetadataScan,metadata-source,100,5,360,4200,1,0.000000
219,LiveMetadataSemiJoin,keys,SemiJoin,coordinator,100,5,4200,4200,1,0.000000
219,LiveMetadataSemiJoin,history,HistoricalAVG,historical-source,50000,5,240,0,5,0.000042
219,LiveMetadataSemiJoin,join,SemiJoin,coordinator,105,5,0,0,0,0.000000
220,CentralFetchAll,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.001791
220,CentralFetchAll,metadata,MetadataScan,metadata-source,100,10,720,0,1,0.000000
220,CentralFetchAll,history,HistoricalScan,historical-source,1000000,1000000,80000000,0,100,0.000041
220,CentralFetchAll,join,HashJoin,coordinator,24010,2400,0,0,0,0.000000
221,AggregateAll,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.001416
221,AggregateAll,metadata,MetadataScan,metadata-source,100,10,720,0,1,0.000000
221,AggregateAll,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000000
221,AggregateAll,join,HashJoin,coordinator,24010,2400,0,0,0,0.000000
222,LiveFirst,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.001292
222,LiveFirst,metadata,MetadataScan,metadata-source,100,10,720,0,1,0.000041
222,LiveFirst,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000000
222,LiveFirst,join,HashJoin,coordinator,24010,2400,0,0,0,0.000000
223,MetadataFirst,live,LiveWindow,live-source,24000,2400,192000,0,10,0.001250
223,MetadataFirst,metadata,MetadataScan,metadata-source,100,10,720,0,1,0.000041
223,MetadataFirst,history,HistoricalAVG,historical-source,100000,10,480,0,10,0.000000
223,MetadataFirst,join,BindJoin,coordinator,2410,2400,0,0,0,0.000000
224,LiveMetadataSemiJoin,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.001208
224,LiveMetadataSemiJoin,metadata,MetadataScan,metadata-source,100,10,720,4400,1,0.000000
224,LiveMetadataSemiJoin,keys,SemiJoin,coordinator,100,10,4400,4400,1,0.000000
224,LiveMetadataSemiJoin,history,HistoricalAVG,historical-source,100000,10,480,0,10,0.000000
224,LiveMetadataSemiJoin,join,SemiJoin,coordinator,110,10,0,0,0,0.000000
225,CentralFetchAll,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.002041
225,CentralFetchAll,metadata,MetadataScan,metadata-source,100,25,1800,0,1,0.000042
225,CentralFetchAll,history,HistoricalScan,historical-source,1000000,1000000,80000000,0,100,0.000000
225,CentralFetchAll,join,HashJoin,coordinator,24025,6000,0,0,0,0.000000
226,AggregateAll,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.001833
226,AggregateAll,metadata,MetadataScan,metadata-source,100,25,1800,0,1,0.000000
226,AggregateAll,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000041
226,AggregateAll,join,HashJoin,coordinator,24025,6000,0,0,0,0.000042
227,LiveFirst,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.001583
227,LiveFirst,metadata,MetadataScan,metadata-source,100,25,1800,0,1,0.000041
227,LiveFirst,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000000
227,LiveFirst,join,HashJoin,coordinator,24025,6000,0,0,0,0.000000
228,MetadataFirst,live,LiveWindow,live-source,24000,6000,480000,0,25,0.001625
228,MetadataFirst,metadata,MetadataScan,metadata-source,100,25,1800,0,1,0.000000
228,MetadataFirst,history,HistoricalAVG,historical-source,250000,25,1200,0,25,0.000041
228,MetadataFirst,join,BindJoin,coordinator,6025,6000,0,0,0,0.000000
229,LiveMetadataSemiJoin,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.001542
229,LiveMetadataSemiJoin,metadata,MetadataScan,metadata-source,100,25,1800,5000,1,0.000042
229,LiveMetadataSemiJoin,keys,SemiJoin,coordinator,100,25,5000,5000,1,0.000042
229,LiveMetadataSemiJoin,history,HistoricalAVG,historical-source,250000,25,1200,0,25,0.000041
229,LiveMetadataSemiJoin,join,SemiJoin,coordinator,125,25,0,0,0,0.000000
230,CentralFetchAll,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.002458
230,CentralFetchAll,metadata,MetadataScan,metadata-source,100,50,3600,0,1,0.000041
230,CentralFetchAll,history,HistoricalScan,historical-source,1000000,1000000,80000000,0,100,0.000000
230,CentralFetchAll,join,HashJoin,coordinator,24050,12000,0,0,0,0.000041
231,AggregateAll,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.001958
231,AggregateAll,metadata,MetadataScan,metadata-source,100,50,3600,0,1,0.000000
